City,Place,avg_rating,review_count,short_description,auto_tag,auto_tags,top_keywords,pros,cons,recommendation_explanation
Anantapur,Samadhi Shrine,4.666666666666667,9,best place ritual nature great experience want visit place sai baba parent smt eswaramba sri pedda venkamma raju housed mausoleum samadhi bsides lord sri krishna ganesh ji dattatreya statues peaceful,gurdwara,"['gurdwara', 'spiritual', 'temple']","['samadhi', 'sai', 'baba', 'sri', 'parents']","['clean', 'maintained', 'holy', 'great', 'beautiful']",[],"Recommended because it matches gurdwara, spiritual interests. Visitors often mention samadhi, sai, baba. Top positives: clean, maintained, holy."
Anantapur,Spiritual Museum,4.75,4,awesome spiritual museum illusory things boost morale group wondered things museum beautiful museum located steps away puttaparthy city museum memories god satya baba know features famous jain temples north indians,spiritual,"['spiritual', 'temple', 'gurdwara']","['museum', 'things', 'spiritual', 'university', 'cricket']","['spiritual', 'beautiful', 'best', 'awesome']",[],"Recommended because it matches spiritual, temple interests. Visitors often mention museum, things, spiritual. Top positives: spiritual, beautiful, best."
Anantapur,Sri Sathya Sai University,3.25,4,sri satya sai university popular university entire district good university people wanted pursue studies lower fees sri sathya sai university puttaparthi founded sri sathya sai baba type specialties students welknown,temple,"['temple', 'gurdwara', 'mosque']","['university', 'sai', 'sri', 'district', 'building']",['greenery'],[],"Recommended because it matches temple, gurdwara interests. Visitors often mention university, sai, sri. Top positives: greenery."
Anantapur,Thimmamma Marrimanu,3.7857142857142856,14,tree survived sacrifice lady died pyre banyan sapling plant near pyre scared survived years spread acres great place record acre land occupied tree power historical smt thimmamma sacrifice visited tree,gurdwara,"['gurdwara', 'temple', 'food']","['tree', 'temple', 'acres', 'place', 'middle']","['safe', 'great', 'beautiful', 'traditional', 'family']",[],"Recommended because it matches gurdwara, temple interests. Visitors often mention tree, temple, acres. Top positives: safe, great, beautiful."
Anantnag,Aishmuqam Shrine,4.6,5,great spiritual place great sufi saint kashmir cave worth visit peace aishmuqam shrine colorful beautiful located pahalgam tehsil anantnag district favorite song bar jhuli bajrangi bhaijan movie overtime pahalgham make,spiritual,"['spiritual', 'mosque', 'pilgrimage']","['shrine', 'pahalgam', 'movie', 'srinagar', 'peace']","['great', 'beautiful', 'amazing', 'peace', 'spiritual']",[],"Recommended because it matches spiritual, mosque interests. Visitors often mention shrine, pahalgam, movie. Top positives: great, beautiful, amazing."
Anantnag,Amarnath Cave,4.069444444444445,144,shree amarnathjee yatra going yatra exciting taking warm clothes going crossed mind excellent darshan remain memorable life long ice lingams fascinating shivling words yatra lifetime divine place days minimum yatra,food,"['food', 'temple', 'gurdwara']","['yatra', 'cave', 'srinagar', 'pahalgam', 'july']","['fun', 'safe', 'great', 'amazing', 'peace']","['ruined', 'problem', 'crowded', 'dirty', 'bad']","Recommended because it matches food, temple interests. Visitors often mention yatra, cave, srinagar. Top positives: fun, safe, great. Possible issues: ruined, problem."
Anantnag,Amarnath Temple,4.204081632653061,49,amarnath covered ice winter huge shiva linga ice formed amarnath caves means reach place walk pony helicopter helicopter walk pony booked amarnath package yatharth travels wonderful n real time experience,pilgrimage,"['pilgrimage', 'temple', 'spiritual']","['yatra', 'cave', 'shiva', 'ice', 'july']","['adventurous', 'holy', 'wonderful', 'excellent', 'great']","['risky', 'difficult']","Recommended because it matches pilgrimage, temple interests. Visitors often mention yatra, cave, shiva. Top positives: adventurous, holy, wonderful. Possible issues: risky, difficult."
Anantnag,Botanical Garden Kokernag,4.451612903225806,31,best gardens south kashmir kashmir spring famous river jehlum orginates river jehlum origin verinag spring best time visit summer gardens verinag kokernag visit places kashmir bunch natural stream undisturbed nature,garden,"['garden', 'forest', 'food']","['garden', 'spring', 'kashmir', 'botanical', 'stream']","['clean', 'maintained', 'memorable', 'pleasant', 'beautiful']",['parking'],"Recommended because it matches garden, forest interests. Visitors often mention garden, spring, kashmir. Top positives: clean, maintained, memorable. Possible issues: parking."
Anantnag,Kherbawani Asthapan,4.375,8,kheer bhawani temple situated near srinagar oldest coolest beautiful hindu temple near srinagar main goddess bhawani idol shiva lingam installed small temple inside small pond offer flowers matha pond situated,temple,"['temple', 'spiritual', 'gurdwara']","['srinagar', 'temple', 'pond', 'small', 'personal']","['holy', 'excellent', 'beautiful', 'peaceful', 'serene']",['crowded'],"Recommended because it matches temple, spiritual interests. Visitors often mention srinagar, temple, pond. Top positives: holy, excellent, beautiful. Possible issues: crowded."
Anantnag,Martand Sun Temple,3.6176470588235294,34,temple centuries nust visit history buffs great place witness rich history kashmir temple anantnag mattan kms mts pahalgam covered standard tourist points hire taxi standard rates rs ac innova rs,temple,"['temple', 'ruins', 'spiritual']","['temple', 'ruins', 'pahalgam', 'kashmir', 'sun']","['fun', 'majestic', 'excellent', 'great', 'beautiful']","['neglected', 'ruined']","Recommended because it matches temple, ruins interests. Visitors often mention temple, ruins, pahalgam. Top positives: fun, majestic, excellent. Possible issues: neglected, ruined."
Anantnag,Mattan Temple,4.166666666666667,12,temple way pahalgam temple surya gurdwara temple huge good holy shrine spiritual peace visited city called mattan acually martand hindu rushi martand establised city holy good changed disturbs mind sun,gurdwara,"['gurdwara', 'temple', 'spiritual']","['gurudwara', 'pahalgam', 'temple', 'sun', 'fishes']","['holy', 'excellent', 'great', 'beautiful', 'peace']",[],"Recommended because it matches gurdwara, temple interests. Visitors often mention gurudwara, pahalgam, temple. Top positives: holy, excellent, great."
Anantnag,Nadeem's house,4.0,1,place good kashmir particularly anantnag visiting place worthful,food,"['food', 'palace', 'mosque']","['kashmir', 'particularly', 'place', 'visiting', 'good']",[],[],"Recommended because it matches food, palace interests. Visitors often mention kashmir, particularly, place."
Anantnag,Surya Temple at Martand,3.8,5,th april way pahalgaon destination daksum amazing nature spot district anantanag j k state late afternoon pm reached spot tourists left place suggests temple ancient dedicated surya sun god deities,spiritual,"['spiritual', 'palace', 'temple']","['temple', 'sun', 'kashmir', 'ruins', 'majestic']","['fresh', 'beautiful', 'amazing', 'majestic']",[],"Recommended because it matches spiritual, palace interests. Visitors often mention temple, sun, kashmir. Top positives: fresh, beautiful, amazing."
Anaviratty,Kerala Farm,3.5664335664335662,143,entry fees rs jeep steep hill word targeted marketing explaining benifits different auyrvedic plants convince buy products described bought medicines judge medicine buying plants genuine medicines underestimate using review use,food,"['food', 'wellness', 'street_food']","['farm', 'spices', 'plants', 'spice', 'products']","['fun', 'pleasant', 'great', 'amazing', 'peace']","['expensive', 'worst', 'rush', 'bad', 'packed']","Recommended because it matches food, wellness interests. Visitors often mention farm, spices, plants. Top positives: fun, pleasant, great. Possible issues: expensive, worst."
Anchal,Archana Cinemas,4.333333333333333,3,archana cinemas twin screen movie theatre heart anchal town twin screens named archana classic archana movie max quality experience watching movie dolby atmos audio high quality visuals nice clean ambiance,fine_dining,"['fine_dining', 'nightlife', 'heritage']","['movie', 'cinemas', 'quality', 'sound', 'audio']","['clean', 'great', 'fantastic']",[],"Recommended because it matches fine_dining, nightlife interests. Visitors often mention movie, cinemas, quality. Top positives: clean, great, fantastic."
Andanallur,Vada Thiruthalinathar Temple,4.0,1,temple old small temple built chola kings thevara vaipu sthalam temple reference periyapuranam main diety shiva lingam blunt rock visited temple special pooja going,temple,"['temple', 'palace', 'gurdwara']","['temple', 'lingam', 'diety', 'kings', 'pooja']",[],[],"Recommended because it matches temple, palace interests. Visitors often mention temple, lingam, diety."
Andhakaranazhy,Andhakaranazhy Beach,4.0,1,andkaranazhy beach estuary large effort make place tourist attractive negligence turned horrible way good long strech beach spent time solace,beach,"['beach', 'island', 'crowded']","['beach', 'horrible', 'turned', 'effort', 'attractive']",[],[],"Recommended because it matches beach, island interests. Visitors often mention beach, horrible, turned."
Andretta,Andretta Pottery & Craft Society,4.0,8,visiting andretta pottery palampur absolutely different experience group entered welcomed manager mr rajkumar offered services hands experience machines atleast piece artisan guidance great experience effort make money products sale overpriced,local_experience,"['local_experience', 'heritage', 'gurdwara']","['place', 'singh', 'quaint', 'hands', 'museum']","['great', 'beautiful', 'best']",['overpriced'],"Recommended because it matches local_experience, heritage interests. Visitors often mention place, singh, quaint. Top positives: great, beautiful, best. Possible issues: overpriced."
Angamaly,Kuzhipillykavu Jaladurga Temple,4.0,2,temple known temple mother creation place reward bhakthi bawa place goddess durga temple kalady angamali near cochin worships godesss durga mother creations life temple old shankaracharya time maintained lots devotees,gurdwara,"['gurdwara', 'temple', 'spiritual']","['temple', 'durga', 'mother', 'cochin', 'creation']",['maintained'],[],"Recommended because it matches gurdwara, temple interests. Visitors often mention temple, durga, mother. Top positives: maintained."
Angamaly,Namasthe Ayurveda,4.428571428571429,21,accomodation clean good luxurious comfortable staff kind helpfull important feel really attended authetic ayurvedic medicines massages food vegetarian tastefull place relaxing living wonderful effects weeks jigo kilos lost vanished forever,wellness,"['wellness', 'spiritual', 'peaceful']","['massage', 'cochin', 'relaxing', 'thank', 'staff']","['luxurious', 'clean', 'authentic', 'maintained', 'wonderful']",['problem'],"Recommended because it matches wellness, spiritual interests. Visitors often mention massage, cochin, relaxing. Top positives: luxurious, clean, authentic. Possible issues: problem."
Angamaly,Ramakrishna Ashram,3.3333333333333335,3,ramakrishna ashram kalady teaches veda students small ashram ashram runs school ramakrishna ashram located kochi really nice place visit ashram runs small school visited way munnar located banks river periyar,temple,"['temple', 'gurdwara', 'palace']","['ashram', 'ramakrishna', 'school', 'runs', 'periyar']",[],[],"Recommended because it matches temple, gurdwara interests. Visitors often mention ashram, ramakrishna, school."
Angamaly,Sri Adi Sankara Keerthi Sthamba Mandapam,3.7916666666666665,24,mind require rest place meditation minutes mind peaceful relaxed place kids tourist spot good place visit couples historic place visit right mc road near kalady town anout sri sankaracharya best,gurdwara,"['gurdwara', 'food', 'palace']","['sri', 'kochi', 'tower', 'place', 'memorial']","['maintained', 'wonderful', 'excellent', 'pleasant', 'historic']",['tiring'],"Recommended because it matches gurdwara, food interests. Visitors often mention sri, kochi, tower. Top positives: maintained, wonderful, excellent. Possible issues: tiring."
Angamaly,Sri Ramakrishna Advaita Ashram,3.75,8,interested history meditation visit recollect memories studied sri ramakrishna advaita ashram kalady modelled belur mutt prayer hall used discourses sankara sriramakrishna paramahamsa tranquil place visit passing kalady mts drive cochin,temple,"['temple', 'spiritual', 'gurdwara']","['ramakrishna', 'ashram', 'sri', 'math', 'belur']","['tranquil', 'amazing', 'family', 'peaceful', 'calm']",[],"Recommended because it matches temple, spiritual interests. Visitors often mention ramakrishna, ashram, sri. Top positives: tranquil, amazing, family."
Angamaly,St. Joseph Church,4.8,5,nice church visited friend place peaceful enjoy serman priest nice place churches angamali st joseph church built years syro malabar christian church construction church attractive church situated vast st joseph,spiritual,"['spiritual', 'church', 'mosque']","['church', 'kochi', 'st', 'built', 'munnar']","['peaceful', 'beautiful', 'wonderful', 'calm']",[],"Recommended because it matches spiritual, church interests. Visitors often mention church, kochi, st. Top positives: peaceful, beautiful, wonderful."
Angul,Modi Collection,4.333333333333333,3,big shop variety different products age groups accept payment paytm salesman experienced expert deal customers actually customers requirements efforts good place shop varied needs ladies gents kids wear sarees customer,shopping,"['shopping', 'food', 'budget']","['sarees', 'collection', 'shop', 'varied', 'huge']",['friendly'],[],"Recommended because it matches shopping, food interests. Visitors often mention sarees, collection, shop. Top positives: friendly."
Angul,Satkosia Gorge Wildlife Sanctuary,4.484848484848484,33,fond forests senior citizens booked tickets arranged stay vehicle travel agent splendid job visited forest th january stayed chhotkei eco tourism camp double bedded cottages enjoy nature lover best place,forest,"['forest', 'trekking', 'food']","['river', 'forest', 'place', 'sanctuary', 'tiger']","['safe', 'pleasant', 'great', 'comfortable', 'calm']","['poor', 'annoying', 'difficult', 'hot', 'littered']","Recommended because it matches forest, trekking interests. Visitors often mention river, forest, place. Top positives: safe, pleasant, great. Possible issues: poor, annoying."
Angul,Tikarpada Wildlife Sanctuary,4.0,16,official trip anugul hours spare cabby suggested place enjoy january picnic awesome area picnic lots beauty like hill station jungle river wild life love place best place photography visited place,trekking,"['trekking', 'forest', 'wildlife']","['crocodile', 'camp', 'place', 'river', 'sanctuary']","['clean', 'excellent', 'great', 'beautiful', 'scenic']","['waste', 'dirty']","Recommended because it matches trekking, forest interests. Visitors often mention crocodile, camp, place. Top positives: clean, excellent, great. Possible issues: waste, dirty."
Anjanvel,Anjanvel Beach,3.0,2,anjanvel lighthouse near dabhol open public pm pm note timings temple attached nearby open gate closed open step anjanvel place famous enron project commissioned long outskirts village influence landscape small,beach,"['beach', 'romantic', 'sunrise']","['open', 'lighthouse', 'village', 'pm', 'project']",[],[],"Recommended because it matches beach, romantic interests. Visitors often mention open, lighthouse, village."
Anjanvel,Talkeshwar Point Lighthouse,4.0,1,interesting place light house built coast guards located anjanvel near enron power project sea watch light house inside gives,sunset,"['sunset', 'beach', 'romantic']","['light', 'house', 'coast', 'project', 'guards']",[],[],"Recommended because it matches sunset, beach interests. Visitors often mention light, house, coast."
Anjar,Jesal Toral Samadhi,3.869565217391304,23,samadhi jesal jadeja sati toral jesal jadeja ducait sati toral changed mind brought right way historical place opposite ajepar dada temple situated anjar named ajaypar dada memory visited aeound thee,gurdwara,"['gurdwara', 'palace', 'temple']","['story', 'kutch', 'samadhi', 'tombs', 'place']","['maintained', 'holy', 'memorable', 'excellent', 'beautiful']",[],"Recommended because it matches gurdwara, palace interests. Visitors often mention story, kutch, samadhi. Top positives: maintained, holy, memorable."
Anjar,Shital Ice Cream Madhav,4.75,4,shopping handycarft khatri market definitely visit ice cream parlour owe ice cream good test fresh cleaning good falooda kutch granted looked like picture falooda pretty darn tasty affordable sunday afternoon,food,"['food', 'fine_dining', 'street_food']","['cream', 'ice', 'good', 'shopping', 'kutch']","['fresh', 'tasty', 'best', 'affordable']",[],"Recommended because it matches food, fine_dining interests. Visitors often mention cream, ice, good. Top positives: fresh, tasty, best."
Anjarle,Anjarle Beach,4.411764705882353,85,passing road driving anjarle beach stopped water sands wind blew hair clothes away awesome feeling driving sea visited anjarle stayed priya guest house anjarle location priya guest house right beach,beach,"['beach', 'desert', 'luxury']","['beach', 'beaches', 'clean', 'resort', 'stay']","['fun', 'safe', 'great', 'amazing', 'lovely']","['problem', 'crowded', 'congested', 'bad', 'packed']","Recommended because it matches beach, desert interests. Visitors often mention beach, beaches, clean. Top positives: fun, safe, great. Possible issues: problem, crowded."
Anjarle,Shri Ganesh Temple,4.362637362637362,182,liked temple beautiful journey temple stop places visit temple nice drive temple picturesque temple peaceful maintained treat local ladies run shops outside temple making papads personal use peaceful location interesting,temple,"['temple', 'gurdwara', 'spiritual']","['temple', 'ganesh', 'beach', 'ganapati', 'sea']","['fun', 'safe', 'pleasant', 'great', 'amazing']","['crowded', 'annoying', 'rush', 'dirty', 'traffic']","Recommended because it matches temple, gurdwara interests. Visitors often mention temple, ganesh, beach. Top positives: fun, safe, pleasant. Possible issues: crowded, annoying."
Anjuna,Anjuna Market,4.067052023121387,865,lot shops good stuff really liked kolorobia prices kolorobia negotiable shilparaman hyderabad like great market lovely atmosphere real bargains bit haggling vast selection goods enjoyable day market anjuna wednesday visitor,food,"['food', 'shopping', 'fine_dining']","['market', 'anjuna', 'goa', 'beach', 'bargain']","['fun', 'safe', 'pleasant', 'great', 'cultural']","['expensive', 'sweaty', 'crowded', 'worst', 'humid']","Recommended because it matches food, shopping interests. Visitors often mention market, anjuna, goa. Top positives: fun, safe, pleasant. Possible issues: expensive, sweaty."
Anjuna,Splashdown Waterpark Goa,4.184210526315789,114,park good rides amazing rides available customers technical faults rides good children water park short glad park good informed tornado boomerang slides technical problems start fixed time intervals power sharing,resort,"['resort', 'waterfall', 'lake']","['slides', 'water', 'park', 'goa', 'review']","['fun', 'safe', 'pleasant', 'great', 'cozy']","['misleading', 'crowded', 'poor', 'rush', 'broken']","Recommended because it matches resort, waterfall interests. Visitors often mention slides, water, park. Top positives: fun, safe, pleasant. Possible issues: misleading, crowded."
Ankleshwar,Ramkund,3.5714285714285716,7,good place ankleshwar peaceful place took visit evening time spent hour ramkund located hansot road reached auto rickshaws peaceful location spent hour ramkund smashan dead bodies hindus buried modern equipped,gurdwara,"['gurdwara', 'temple', 'palace']","['place', 'temple', 'auto', 'peaceful', 'lake']","['peaceful', 'maintained', 'calm']",['risky'],"Recommended because it matches gurdwara, temple interests. Visitors often mention place, temple, auto. Top positives: peaceful, maintained, calm. Possible issues: risky."
Ankleshwar,Shri Ankleshwar Tirth,4.375,8,easily reachable location nice place visit family beautiful jain temple old architecture temple different located city easiliy accessible auto rickshaw temple architecture different jain temples usual jain temple maintained clean,temple,"['temple', 'gurdwara', 'palace']","['jain', 'temple', 'architecture', 'religion', 'different']","['clean', 'maintained', 'beautiful', 'cultural', 'family']",[],"Recommended because it matches temple, gurdwara interests. Visitors often mention jain, temple, architecture. Top positives: clean, maintained, beautiful."
Ankola,Shri Aryadurga Temple,4.142857142857143,7,family goddess make point visit temple year unquestionable temple kept clean premises calming rooms provided devotees reasonable considering temple charge visited peaceful temple great place blessed aryadurga devi goddess durga,temple,"['temple', 'palace', 'gurdwara']","['temple', 'goddess', 'gokarna', 'durga', 'goa']","['clean', 'maintained', 'blessed', 'great', 'beautiful']",[],"Recommended because it matches temple, palace interests. Visitors often mention temple, goddess, gokarna. Top positives: clean, maintained, blessed."
Annavaram,Annavaram Devasthanam,4.033333333333333,60,located andhra people famous andhra telangana parts region devotees visit daily treat secreat people hindu people good locations banks river pampa nestled hillock surrounded greenery powerful famous temple annavaram temple,temple,"['temple', 'gurdwara', 'palace']","['temple', 'swamy', 'hill', 'sri', 'lord']","['pleasant', 'great', 'amazing', 'spectacular', 'lovely']","['problem', 'poor', 'rush', 'avoid', 'hot']","Recommended because it matches temple, gurdwara interests. Visitors often mention temple, swamy, hill. Top positives: pleasant, great, amazing. Possible issues: problem, poor."
Annavaram,Lord Veera Venkata Satyanarayana Swamy Temple,4.219512195121951,41,visited place friends located hill cottages food courts shopping stalls prasadam famous place bussaling activity indian destination weddings marriages onetime small madaps wedding performed packed palace nice wasnt briefed temple,temple,"['temple', 'gurdwara', 'palace']","['temple', 'swamy', 'prasadam', 'darshan', 'lord']","['clean', 'friendly', 'maintained', 'holy', 'blessed']","['expensive', 'problem', 'crowded', 'rush', 'difficult']","Recommended because it matches temple, gurdwara interests. Visitors often mention temple, swamy, prasadam. Top positives: clean, friendly, maintained. Possible issues: expensive, problem."
Annavaram,Sri Veera Venkata Satyanarayana Swamy Temple,4.0,15,annavaram famous holy shrines india enjoying second place tirupati andhra pradesh temple built dravidian style glory richness lord satyadeva widely described revakhanda skandapuranam presiding deity annavaram location sri satyanarayana temple,temple,"['temple', 'palace', 'gurdwara']","['temple', 'swamy', 'sri', 'devotional', 'hill']","['lush', 'clean', 'holy', 'excellent', 'majestic']",['rush'],"Recommended because it matches temple, palace interests. Visitors often mention temple, swamy, sri. Top positives: lush, clean, holy. Possible issues: rush."
Antarvedi,Sri Laxmi Narasimha Swamy Temple,4.26,50,beautiful temple laxmi narasimha swamy antarvedi maintained sudarsana homams performed visit people visiting antarvedi nice temple place enjoyed annadanam excellent taste good varieties thanks visited temple felt calm taste temple,spiritual,"['spiritual', 'palace', 'pilgrimage']","['temple', 'bay', 'bengal', 'narasimha', 'river']","['pleasant', 'great', 'peace', 'spectacular', 'sacred']","['problem', 'crowded', 'heat', 'rush', 'queue']","Recommended because it matches spiritual, palace interests. Visitors often mention temple, bay, bengal. Top positives: pleasant, great, peace. Possible issues: problem, crowded."
Aragonda,Ardhagiri Sri Veeranjaneya Swamy Temple,4.0,6,nice drive chittor experiencing complete village drive dont depend google map showing wrong location temple arch main road ghat road reach temple relaxed dharshan ample car parking available pay really,food,"['food', 'palace', 'temple']","['temple', 'drive', 'decided', 'swamy', 'carried']","['cool', 'holy']",['parking'],"Recommended because it matches food, palace interests. Visitors often mention temple, drive, decided. Top positives: cool, holy. Possible issues: parking."
Arakkonam,Tirumalpur Arulmighu Manikandeswarar Temple,3.4,5,reach kanchipuram driving highway tirupati taking detour railway station kilometers railway station signposted googlemaps guide old temple quite deserted hardly temple situated tirumalpur small town kms chennai lies close railway,temple,"['temple', 'spiritual', 'gurdwara']","['temple', 'lord', 'railway', 'chennai', 'station']","['spiritual', 'majestic']","['bad', 'difficult']","Recommended because it matches temple, spiritual interests. Visitors often mention temple, lord, railway. Top positives: spiritual, majestic. Possible issues: bad, difficult."
Araku Valley,Chaparai Waterfalls,4.22093023255814,86,basically water stream waterfall beautiful place spend couple hours max know swimming smooth slide section fatal rocks hit kids play area small waterfall play friends family careful steep water flow,waterfall,"['waterfall', 'food', 'river']","['araku', 'water', 'waterfall', 'falls', 'waterfalls']","['fun', 'pleasant', 'great', 'amazing', 'lovely']","['overhyped', 'expensive', 'waste', 'crowded', 'rush']","Recommended because it matches waterfall, food interests. Visitors often mention araku, water, waterfall. Top positives: fun, pleasant, great. Possible issues: overhyped, expensive."
Araku Valley,Coffee Museum,3.9591836734693877,49,tiny entry fee watch sip coffee good child spend time tiny amusement parks coffee museum good place sip refreshing local filter coffee grab sandwich chocolates small museum describing history coffee,cafe,"['cafe', 'food', 'local_experience']","['coffee', 'museum', 'araku', 'tribal', 'history']","['authentic', 'fun', 'maintained', 'excellent', 'great']","['expensive', 'costly']","Recommended because it matches cafe, food interests. Visitors often mention coffee, museum, araku. Top positives: authentic, fun, maintained. Possible issues: expensive, costly."
Araku Valley,Galikonda View Point,4.2,15,place gives beautiful view valley drawback crowd hawkers selling bamboo coffee place lost charm good clicking pics worth visit amazing view waves hills upto horizon shades green grey blue mesmerizing,hill,"['hill', 'food', 'road_trip']","['araku', 'view', 'point', 'hills', 'way']","['cool', 'wonderful', 'great', 'beautiful', 'amazing']",['broken'],"Recommended because it matches hill, food interests. Visitors often mention araku, view, point. Top positives: cool, wonderful, great. Possible issues: broken."
Araku Valley,Kollaput Jala Tarangini,4.125,8,place totally dependent rains rains water place beautiful watch rain place easily skipped went bit water view place simply amazing visited water fall water awsome experience kollaput jalatarangini situated kms,food,"['food', 'waterfall', 'homestay']","['araku', 'hotel', 'water', 'rains', 'place']","['lush', 'beautiful', 'amazing', 'green', 'peaceful']",['bad'],"Recommended because it matches food, waterfall interests. Visitors often mention araku, hotel, water. Top positives: lush, beautiful, amazing. Possible issues: bad."
Araku Valley,Kothapalli Water Falls,4.0,5,vistied monsoons place popular tourists local visitors waterfall good scenic awesome rainy winter seasons water flow ferocious feet waterfall steps photos small iron bridge waterfall place really awsome visit places,waterfall,"['waterfall', 'road_trip', 'hill']","['falls', 'waterfall', 'araku', 'waterfalls', 'bridge']","['beautiful', 'awesome', 'scenic']","['rainy', 'parking']","Recommended because it matches waterfall, road_trip interests. Visitors often mention falls, waterfall, araku. Top positives: beautiful, awesome, scenic. Possible issues: rainy, parking."
Araku Valley,Padmapuram Gardens,3.985294117647059,68,padmapuram gardens araku good nursery types plants trees garden size big roam time childhood wooden rooms trees children enjoy good place padmapuram gardens best place araku good park alot varieties,temple,"['temple', 'palace', 'garden']","['araku', 'garden', 'botanical', 'gardens', 'toy']","['fun', 'maintained', 'great', 'beautiful', 'historic']","['crowded', 'poor', 'neglected', 'avoid', 'unclean']","Recommended because it matches temple, palace interests. Visitors often mention araku, garden, botanical. Top positives: fun, maintained, great. Possible issues: crowded, poor."
Arambol,Arambol Beach,4.474789915966387,952,good beach visit lots tourists locals good beach couples prices food drinks relatively cheaper popular beaches north goa happening crowded place visit goa international travellers calangute headed arambol beach reached,beach,"['beach', 'luxury', 'fine_dining']","['beach', 'goa', 'beaches', 'shacks', 'baga']","['fun', 'safe', 'pleasant', 'great', 'amazing']","['overhyped', 'expensive', 'sweaty', 'crowded', 'worst']","Recommended because it matches beach, luxury interests. Visitors often mention beach, goa, beaches. Top positives: fun, safe, pleasant. Possible issues: overhyped, expensive."
Arambol,Keri Beach (Querim Beach),4.391025641025641,156,beach cleanest beach goa want visit family looking quiet peaceful place definitely favourite beach north quiet secluded unlike beaches area overrun tourists easy arambol jump local bus rupees enjoy walk,beach,"['beach', 'luxury', 'desert']","['beach', 'goa', 'shacks', 'north', 'beaches']","['fun', 'pleasant', 'great', 'amazing', 'peace']","['expensive', 'issue', 'crowded', 'rainy', 'humid']","Recommended because it matches beach, luxury interests. Visitors often mention beach, goa, shacks. Top positives: fun, pleasant, great. Possible issues: expensive, issue."
Arambol,Open Books library Arambol,5.0,5,books lands unknown place different amazing collection books place blessed location view comfort compare hostel welcoming amazing people add staying days books view music instruments people owners amazing love place,peaceful,"['peaceful', 'fine_dining', 'food']","['books', 'book', 'coffee', 'cup', 'people']","['blessed', 'great', 'amazing', 'awesome', 'lovely']","['rush', 'hot']","Recommended because it matches peaceful, fine_dining interests. Visitors often mention books, book, coffee. Top positives: blessed, great, amazing. Possible issues: rush, hot."
Arambol,Our Lady of Mount Carmel Church,4.3,10,chance visit church neighboring school father running places nice friendly mass konkani sundays religious person pay visit love silence movies shoot yesterday shooting going awesome place masterpiece looking xmas mass,mosque,"['mosque', 'spiritual', 'palace']","['church', 'goa', 'mass', 'ceremony', 'visit']","['friendly', 'blessed', 'great', 'beautiful', 'spectacular']",[],"Recommended because it matches mosque, spiritual interests. Visitors often mention church, goa, mass. Top positives: friendly, blessed, great."
Arambol,Paliem Beach,4.304347826086956,23,sweet water lake spot remotely located cut main city views awesome beach pristine beach extension arambol crowded commercialized walk mins north arambol reach beach couple shacks lots sunbeds relaxation beach,beach,"['beach', 'luxury', 'lake']","['beach', 'lake', 'sweet', 'water', 'north']","['lush', 'clean', 'beautiful', 'amazing', 'awesome']","['expensive', 'crowded']","Recommended because it matches beach, luxury interests. Visitors often mention beach, lake, sweet. Top positives: lush, clean, beautiful. Possible issues: expensive, crowded."
Arambol,Paliem Sweet Water Lake,4.161616161616162,99,sweet water lake beautiful creation mother nature lake surrounded hills small strip sand separates sea small lake place quite secluded busy eden lake replica lake fairies mermaid excellent view lake,lake,"['lake', 'resort', 'desert']","['lake', 'beach', 'water', 'sweet', 'walk']","['fun', 'safe', 'great', 'amazing', 'spectacular']","['crowded', 'worst', 'dirty', 'overcrowded', 'bad']","Recommended because it matches lake, resort interests. Visitors often mention lake, beach, water. Top positives: fun, safe, great. Possible issues: crowded, worst."
Arambol,Shirr Purchevo Ravalnatha Temple,4.333333333333333,3,temple famous truly enlightening positive vibe temple maintained loving family contemporary soothing architecture relevant younger generation live quite near temple say run nice priest family open day developed sort community,heritage,"['heritage', 'spiritual', 'temple']","['temple', 'architecture', 'vibe', 'cause', 'priest']","['family', 'maintained']",[],"Recommended because it matches heritage, spiritual interests. Visitors often mention temple, architecture, vibe. Top positives: family, maintained."
Arayankavu,Arayankavu Bhagavathy Temple,4.5,2,reviews details need temple pray arayankavu bhagavathy ellareyum katholummmm think temple bhagavathy temple quite peaceful temple festivities begins meenam month pooyam till pooram pooram garundan thookam people dress garuda dance,temple,"['temple', 'gurdwara', 'pilgrimage']","['temple', 'till', 'dance', 'dress', 'details']",['peaceful'],[],"Recommended because it matches temple, gurdwara interests. Visitors often mention temple, till, dance. Top positives: peaceful."
Aritar,Aritar Gumpa Monastery,3.7142857142857144,14,oldest monasteries sikkim aritar gumpa perfect epitome finest traditional architecture monastery belongs kagyuapa order tibetan buddhism monastery houses best craved architecture painted murals artefacts ancient manuscripts aritar pitstop sikkim aritar,spiritual,"['spiritual', 'mosque', 'pilgrimage']","['monastery', 'sikkim', 'lake', 'monasteries', 'buddhism']","['lush', 'maintained', 'beautiful', 'amazing', 'traditional']",[],"Recommended because it matches spiritual, mosque interests. Visitors often mention monastery, sikkim, lake. Top positives: lush, maintained, beautiful."
